Country Name,Country Code,Indicator Name,Indicator Code,Region,IncomeGroup,Year,Total Access to Electricity
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2000,85.58
South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2000,56.24
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2000,25.57
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2000,91.29
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2000,94.8
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2000,100.0
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2000,94.63
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2000,8.92
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2000,7.35
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2000,100.0
Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2000,95.59
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2000,97.68
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2000,100.0
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2000,99.59
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2000,79.88
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,,2000,98.9
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2000,97.41
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2000,100.0
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2000,87.83
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2000,22.14
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2000,78.22
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2000,87.86
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2000,0.0
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Low income,2000,49.19
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2000,72.28
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2000,16.7
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2000,33.65
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2001,100.0
Africa Eastern and Southern,AFE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,19.9
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Low income,2001,4.07
Africa Western and Central,AFW,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,35.27
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2001,20.0
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2001,100.0
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,81.59
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2001,100.0
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,95.51
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2001,100.0
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2001,0.0
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2001,97.79
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2001,100.0
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2001,98.62
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2001,2.8
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2001,21.9
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2001,9.52
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2001,35.03
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2001,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2001,100.0
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2001,100.0
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2001,99.4
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2001,100.0
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,80.2
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2001,100.0
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2001,69.26
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,96.02
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2001,100.0
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2001,100.0
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2001,40.05
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2001,24.8
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2001,5.74
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2001,100.0
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,100.0
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2001,97.12
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2001,97.27
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2001,49.66
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2001,46.2
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2001,7.31
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2001,30.06
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,98.47
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2001,42.02
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2001,60.16
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,98.25
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,89.45
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,96.23
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2001,100.0
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2001,100.0
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2001,56.37
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,82.28
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,89.79
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2001,98.97
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,91.88
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,65.45
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,92.72
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,99.89
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,99.95
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,94.02
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2001,97.34
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,100.0
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2001,30.35
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2001,10.16
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,100.0
Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,40.83
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2001,77.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2001,48.34
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2001,77.14
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2001,99.81
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2001,44.84
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2001,16.43
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2001,29.87
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2001,0.0
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2001,65.57
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,86.37
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,73.73
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2001,100.0
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,75.1
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,99.89
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2001,100.0
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2001,64.2
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,18.53
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2001,31.54
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,83.74
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,73.52
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,35.78
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,54.96
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2001,86.26
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,26.01
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2001,55.8
Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2001,0.0
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2001,98.13
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2001,97.06
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2001,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2001,100.0
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2001,87.71
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2001,98.98
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2001,100.0
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2001,99.65
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2001,17.03
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2001,99.58
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2001,14.62
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2001,56.92
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2001,93.53
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2001,100.0
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2001,100.0
